Группа,Услуга,Код,Москва,Санкт-Петербург,Республика Адыгея,Республика Башкортостан,Республика Бурятия,Республика Алтай,Республика Дагестан,Республика Ингушетия,Респ. Кабардино-Балкарская,Республика Калмыкия,Респ. Карачаево-Черкесская,Республика Карелия,Республика Коми,Республика Марий Эл,Республика Мордовия,Республика Саха (Якутия),Северная Осетия - Алания,Республика Татарстан,Республика Тыва,Удмуртская Республика,Республика Хакасия,Республика Чечня,Республика Чувашия,Алтайский край,Краснодарский край,Красноярский край,Приморский край,Ставропольский край,Хабаровский край,Амурская обл.,Архангельская обл.,Астраханская обл.,Белгородская обл.,Брянская обл.,Владимирская обл.,Волгоградская обл.,Вологодская обл.,Воронежская обл.,Ивановская обл.,Иркутская обл.,Калининградская обл.,Калужская обл.,Камчатский край,Кемеровская обл.,Кировская обл.,Костромская обл.,Курганская обл.,Курская обл.,Ленинградская обл.,Липецкая обл.,Магаданская обл.,Московская обл.,Мурманская обл.,Нижегородская обл.,Новгородская обл.,Новосибирская обл.,Омская обл.,Оренбургская обл.,Орловская обл.,Пензенская обл.,Пермский край,Псковская обл.,Ростовская обл.,Рязанская обл.,Самарская обл.,Тольятти,Саратовская обл.,Сахалинская обл.,Свердловская обл.,Смоленская обл.,Тамбовская обл.,Тверская обл.,Томская обл.,Тульская обл.,Тюменская обл.,Ульяновская обл.,Челябинская обл.,Забайкальский край,Ярославская обл.,Еврейская АО,Ненецкий АО,Ханты-Мансийский АО,Чукотский АО,Ямало-Ненецкий АО,Запорожская обл.,Республика Крым,Севастополь,Донецкая нар. респ.,Луганская нар. респ.,Херсонская обл.
Управление персоналом,Зарплата и кадровый учет,Salary,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000
Управление персоналом,Зарплата и кадровый учет,Salary_Staff,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000,10 000
Управление персоналом,Зарплата и кадровый учет,Staff,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000,6 000
Управление персоналом,Программа ДМС,Activity,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000,5 000
Управление персоналом,Программа ДМС,Class,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000
Управление персоналом,Программа ДМС,DMC_100,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500,37 500
Управление персоналом,Программа ДМС,SKUD,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500,12 500
Управление персоналом,Программа ДМС,Work,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500,7 500
Управление персоналом,Свой стиль и домен Saby,domain,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000,12 000
Управление персоналом,Управление целями и KPI,KPI_start,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000,4 000
